batting_team,bowling_team,venue,overs,current_runs,wickets,last_5_overs_runs,total_score
MI,PBKS,Bangalore,5.9,45,5,67,144
KKR,CSK,Jaipur,10.4,87,3,69,164
CSK,PBKS,Hyderabad,5.8,46,3,67,163
PBKS,SRH,Hyderabad,10.8,94,4,46,171
RR,LSG,Kolkata,3.6,24,10,57,141
CSK,LSG,Hyderabad,1.5,14,5,66,153
PBKS,SRH,Bangalore,10.2,70,8,39,162
PBKS,LSG,Hyderabad,17.2,118,10,69,141
GT,LSG,Jaipur,16.4,125,3,48,149
CSK,DC,Chennai,8.6,69,6,67,179
KKR,DC,Hyderabad,8.2,52,3,61,141
KKR,RR,Chennai,6.7,48,2,53,179
GT,RCB,Bangalore,5.2,35,9,68,132
MI,DC,Ahmedabad,4.5,42,1,50,189
LSG,DC,Hyderabad,9.2,58,1,62,151
MI,PBKS,Mumbai,17.7,168,1,32,183
GT,KKR,Jaipur,14.0,105,2,47,164
DC,SRH,Hyderabad,15.1,115,9,73,163
DC,CSK,Bangalore,4.0,32,0,74,173
DC,LSG,Jaipur,5.8,42,3,78,160
RCB,KKR,Chennai,2.9,23,4,36,143
DC,SRH,Jaipur,5.1,31,3,33,126
DC,RR,Hyderabad,4.6,29,4,70,158
DC,MI,Mumbai,5.5,53,8,64,158
KKR,RCB,Chennai,18.0,122,3,68,135
GT,SRH,Bangalore,1.1,8,9,58,174
SRH,CSK,Delhi,17.4,158,1,78,177
RR,LSG,Kolkata,14.9,91,8,52,139
KKR,LSG,Mumbai,13.7,92,1,73,143
MI,LSG,Hyderabad,11.1,85,3,43,157
CSK,SRH,Delhi,19.6,167,0,42,170
GT,RR,Kolkata,6.3,44,3,61,139
SRH,RR,Bangalore,7.5,52,6,73,168
GT,CSK,Delhi,18.2,127,0,45,144
GT,DC,Chennai,2.7,20,3,48,159
LSG,RCB,Bangalore,1.9,14,5,33,189
RCB,DC,Delhi,7.4,70,6,49,192
GT,KKR,Delhi,11.9,89,9,38,142
PBKS,DC,Bangalore,11.2,96,1,63,149
SRH,MI,Delhi,1.7,10,2,66,189
PBKS,KKR,Jaipur,3.7,32,4,46,188
RCB,PBKS,Ahmedabad,9.3,80,8,79,148
CSK,RR,Hyderabad,6.8,45,7,44,129
KKR,SRH,Jaipur,12.9,113,4,30,163
SRH,GT,Mumbai,8.1,69,7,62,150
SRH,CSK,Mumbai,2.9,21,0,58,136
MI,KKR,Hyderabad,10.7,80,1,73,169
KKR,DC,Kolkata,19.0,116,9,73,122
CSK,LSG,Bangalore,3.0,23,5,34,192
CSK,PBKS,Hyderabad,3.8,27,10,71,133
DC,MI,Hyderabad,17.7,170,8,65,190
PBKS,CSK,Hyderabad,16.0,135,1,61,168
CSK,GT,Mumbai,6.4,55,1,40,178
MI,CSK,Hyderabad,10.3,82,1,62,170
SRH,MI,Chennai,10.7,94,3,75,152
PBKS,GT,Kolkata,9.0,88,6,69,170
CSK,SRH,Chennai,16.3,143,5,43,172
CSK,LSG,Ahmedabad,18.5,168,3,41,178
LSG,PBKS,Bangalore,11.8,73,0,59,125
LSG,KKR,Kolkata,15.6,95,1,30,131
DC,RCB,Jaipur,14.6,105,9,73,144
SRH,GT,Mumbai,16.3,130,8,69,160
LSG,MI,Bangalore,2.8,22,2,43,190
LSG,DC,Kolkata,13.0,98,1,74,151
LSG,CSK,Jaipur,6.8,54,7,47,141
SRH,GT,Ahmedabad,16.9,167,3,59,192
LSG,KKR,Kolkata,10.5,86,4,61,160
DC,RCB,Mumbai,14.4,116,9,42,166
GT,RCB,Kolkata,7.1,68,7,71,193
KKR,LSG,Chennai,15.0,137,4,76,181
MI,KKR,Hyderabad,14.9,101,7,63,143
LSG,KKR,Chennai,11.6,101,1,47,169
CSK,LSG,Hyderabad,5.1,32,8,50,157
SRH,MI,Jaipur,3.7,28,6,51,143
RR,CSK,Chennai,3.8,36,2,46,151
CSK,SRH,Chennai,14.1,88,10,72,141
DC,RCB,Delhi,18.2,146,9,51,157
GT,RR,Delhi,2.5,24,10,42,189
LSG,RR,Hyderabad,9.1,89,1,70,194
CSK,SRH,Chennai,12.4,88,4,61,141
DC,GT,Chennai,5.2,34,10,64,132
KKR,SRH,Chennai,9.1,59,3,52,150
GT,DC,Chennai,6.7,42,2,54,139
CSK,GT,Jaipur,17.5,147,2,50,167
GT,LSG,Kolkata,13.8,114,6,54,174
SRH,GT,Chennai,6.2,51,10,46,156
RCB,CSK,Hyderabad,13.8,116,8,35,157
DC,LSG,Hyderabad,11.5,105,6,32,166
PBKS,KKR,Chennai,16.9,147,6,43,176
CSK,GT,Hyderabad,19.1,142,8,32,149
CSK,MI,Chennai,9.7,68,5,42,157
DC,RCB,Bangalore,19.0,143,8,30,149
CSK,MI,Chennai,5.7,46,1,73,143
MI,GT,Mumbai,11.9,96,5,72,155
CSK,LSG,Kolkata,13.2,127,2,75,177
MI,LSG,Delhi,12.5,96,0,54,166
LSG,PBKS,Delhi,12.0,108,5,49,170
RCB,KKR,Chennai,9.3,91,9,73,190
LSG,DC,Mumbai,16.9,140,2,46,165
SRH,GT,Delhi,7.7,59,8,38,180
RCB,SRH,Chennai,5.7,42,0,56,139
DC,MI,Hyderabad,19.3,157,8,69,161
CSK,RCB,Hyderabad,4.4,30,3,77,140
DC,MI,Kolkata,1.9,15,6,39,146
GT,MI,Bangalore,5.2,32,6,57,173
SRH,DC,Hyderabad,20.0,191,5,50,191
DC,SRH,Ahmedabad,19.5,159,2,79,163
PBKS,LSG,Chennai,15.9,143,0,34,173
DC,CSK,Kolkata,14.5,119,8,32,154
RR,DC,Chennai,13.5,117,5,56,160
KKR,GT,Bangalore,5.6,50,9,43,160
DC,PBKS,Jaipur,9.9,84,1,54,182
KKR,CSK,Delhi,16.8,107,2,54,133
SRH,LSG,Ahmedabad,2.6,17,4,54,126
DC,SRH,Ahmedabad,13.8,106,4,73,165
RCB,GT,Hyderabad,9.0,79,8,74,170
GT,CSK,Bangalore,8.5,81,2,30,156
MI,DC,Chennai,7.5,55,1,45,156
KKR,DC,Ahmedabad,8.0,71,4,74,180
LSG,GT,Jaipur,13.4,111,10,30,159
DC,CSK,Ahmedabad,9.9,87,4,45,170
RCB,DC,Jaipur,19.4,145,2,54,150
PBKS,SRH,Ahmedabad,10.5,82,4,51,172
CSK,GT,Kolkata,6.4,57,8,31,151
RR,PBKS,Kolkata,19.6,167,1,63,170
LSG,PBKS,Bangalore,1.7,13,4,73,126
DC,MI,Mumbai,4.9,46,0,31,185
RR,KKR,Chennai,7.8,65,8,56,140
MI,RCB,Ahmedabad,2.7,21,0,33,173
RR,DC,Ahmedabad,7.3,47,6,50,167
DC,MI,Chennai,16.4,155,2,42,185
CSK,RR,Ahmedabad,14.9,100,8,77,145
GT,KKR,Bangalore,14.8,115,9,60,165
PBKS,DC,Kolkata,13.6,131,2,74,191
KKR,DC,Delhi,16.1,113,5,71,136
DC,PBKS,Hyderabad,5.6,54,6,48,184
MI,CSK,Bangalore,9.3,88,5,52,159
DC,RCB,Hyderabad,17.8,124,2,38,138
RR,CSK,Jaipur,1.6,14,10,68,149
KKR,SRH,Bangalore,17.1,102,2,47,124
RCB,MI,Mumbai,10.6,94,1,35,182
GT,CSK,Bangalore,14.1,115,9,55,168
GT,KKR,Ahmedabad,7.0,65,1,47,189
DC,SRH,Jaipur,19.3,154,2,45,158
SRH,CSK,Jaipur,18.7,164,2,49,174
SRH,MI,Mumbai,18.7,169,9,49,178
SRH,RR,Delhi,6.1,37,0,43,140
SRH,DC,Kolkata,10.4,89,1,76,174
DC,PBKS,Chennai,19.0,178,8,64,186
DC,RR,Kolkata,9.2,63,2,31,162
GT,MI,Hyderabad,17.8,170,0,57,185
KKR,LSG,Ahmedabad,15.4,107,1,64,148
RCB,LSG,Chennai,6.5,45,9,32,142
KKR,RR,Kolkata,7.0,60,7,30,181
KKR,CSK,Mumbai,19.7,174,6,78,176
LSG,PBKS,Kolkata,17.0,150,10,30,175
MI,SRH,Bangalore,4.9,36,4,77,142
RR,CSK,Jaipur,19.2,190,1,66,196
RCB,GT,Ahmedabad,1.9,18,4,36,184
DC,PBKS,Jaipur,2.2,14,3,67,148
DC,RR,Hyderabad,2.0,19,8,56,144
GT,CSK,Chennai,10.8,100,5,65,191
DC,RCB,Jaipur,13.2,107,0,34,158
CSK,SRH,Chennai,13.9,111,2,46,155
RR,DC,Bangalore,7.6,57,7,41,144
SRH,RCB,Bangalore,13.2,83,3,31,129
RCB,GT,Delhi,6.0,47,4,51,177
PBKS,CSK,Bangalore,6.0,48,3,39,157
RCB,PBKS,Kolkata,8.9,76,9,47,145
DC,SRH,Delhi,15.4,111,4,64,152
LSG,MI,Kolkata,12.4,79,10,40,142
RR,MI,Bangalore,13.5,122,1,39,181
SRH,RCB,Hyderabad,12.4,85,8,31,155
RCB,DC,Ahmedabad,9.5,93,8,62,165
DC,PBKS,Hyderabad,7.8,65,9,73,170
GT,RCB,Ahmedabad,6.1,57,8,75,144
GT,LSG,Delhi,17.7,135,7,49,156
KKR,RCB,Mumbai,1.2,9,2,33,187
MI,RR,Mumbai,9.1,79,5,59,172
KKR,MI,Mumbai,5.0,32,4,42,165
PBKS,LSG,Mumbai,8.0,79,10,45,162
MI,SRH,Hyderabad,5.4,44,7,54,177
DC,GT,Bangalore,4.9,39,8,44,171
RR,RCB,Ahmedabad,11.3,106,3,49,158
MI,KKR,Hyderabad,6.5,58,6,31,187
MI,DC,Hyderabad,4.2,35,2,72,160
MI,SRH,Ahmedabad,5.2,45,2,79,184
RCB,LSG,Chennai,4.7,28,8,68,124
DC,LSG,Kolkata,2.7,17,0,52,141
PBKS,DC,Ahmedabad,17.9,129,0,47,143
SRH,DC,Mumbai,12.2,90,2,77,159
CSK,RR,Hyderabad,7.8,56,0,36,147
SRH,KKR,Delhi,18.4,122,3,50,135
RR,PBKS,Hyderabad,11.3,85,7,38,157
LSG,GT,Hyderabad,4.2,25,2,46,148
LSG,CSK,Bangalore,10.6,104,5,60,169
PBKS,CSK,Delhi,5.7,55,9,59,154
GT,SRH,Bangalore,14.2,101,9,54,156
DC,RR,Delhi,6.8,58,3,67,186
RR,MI,Delhi,8.3,62,2,68,161
MI,PBKS,Chennai,2.7,21,1,59,143
DC,PBKS,Mumbai,1.1,10,8,34,141
GT,PBKS,Mumbai,8.5,77,1,50,158
LSG,MI,Hyderabad,1.7,16,9,42,152
SRH,LSG,Bangalore,2.5,16,2,38,181
LSG,SRH,Delhi,13.4,110,10,54,158
CSK,RR,Bangalore,15.4,106,8,34,150
RR,LSG,Delhi,12.1,105,8,69,162
CSK,DC,Hyderabad,13.1,116,1,67,184
DC,RR,Ahmedabad,9.7,81,7,44,157
SRH,GT,Hyderabad,4.1,26,0,56,164
KKR,GT,Chennai,4.0,35,0,65,142
GT,CSK,Hyderabad,12.4,84,10,31,150
GT,SRH,Chennai,18.1,117,4,59,134
MI,GT,Kolkata,11.0,105,4,49,192
KKR,PBKS,Bangalore,10.6,86,8,78,170
MI,RCB,Bangalore,14.1,101,10,75,142
DC,PBKS,Kolkata,14.9,133,4,52,170
KKR,GT,Jaipur,14.4,137,8,49,174
RCB,KKR,Hyderabad,6.7,60,6,37,152
KKR,PBKS,Jaipur,17.9,138,9,63,158
SRH,RCB,Delhi,7.4,63,3,38,156
PBKS,GT,Jaipur,8.8,62,0,67,143
LSG,SRH,Chennai,9.3,85,8,58,190
GT,CSK,Jaipur,10.0,81,7,69,150
KKR,SRH,Bangalore,11.6,90,7,70,157
DC,RR,Jaipur,16.8,140,3,43,159
KKR,GT,Hyderabad,3.7,32,3,66,161
SRH,RR,Hyderabad,1.7,14,3,75,160
CSK,GT,Jaipur,12.0,75,5,40,135
MI,GT,Hyderabad,14.2,97,9,73,140
RR,CSK,Bangalore,5.5,38,1,35,149
LSG,GT,Delhi,7.1,49,4,54,132
GT,SRH,Mumbai,10.4,88,2,71,171
KKR,PBKS,Ahmedabad,6.7,63,5,30,188
PBKS,GT,Ahmedabad,6.9,48,9,36,136
DC,MI,Bangalore,15.6,95,3,36,125
CSK,RR,Jaipur,13.3,95,9,41,145
RCB,LSG,Hyderabad,12.8,85,5,53,136
PBKS,KKR,Jaipur,14.1,98,10,56,136
MI,KKR,Mumbai,10.8,77,9,76,168
SRH,GT,Kolkata,18.7,135,8,48,144
LSG,MI,Bangalore,13.0,111,10,69,163
GT,CSK,Mumbai,9.5,90,9,57,157
SRH,MI,Chennai,10.0,79,8,54,168
CSK,LSG,Bangalore,3.1,19,8,49,142
CSK,KKR,Kolkata,10.6,70,6,34,126
GT,KKR,Kolkata,9.0,86,10,63,172
GT,SRH,Chennai,4.7,34,5,36,163
RR,SRH,Ahmedabad,3.3,23,0,32,141
LSG,GT,Kolkata,11.4,98,6,79,164
PBKS,MI,Delhi,16.8,130,1,71,152
SRH,RR,Jaipur,10.7,103,8,58,175
PBKS,LSG,Jaipur,6.3,52,0,64,152
PBKS,RCB,Hyderabad,3.5,23,3,70,167
PBKS,RCB,Hyderabad,4.1,29,9,73,185
KKR,CSK,Delhi,12.6,96,6,68,148
GT,SRH,Mumbai,9.2,78,6,34,170
RCB,LSG,Kolkata,17.8,148,2,69,164
LSG,CSK,Chennai,4.8,40,9,52,182
GT,RCB,Kolkata,11.4,76,6,60,132
CSK,SRH,Mumbai,11.0,95,9,63,170
RCB,CSK,Chennai,1.6,10,0,54,133
CSK,LSG,Hyderabad,11.5,72,4,43,135
LSG,CSK,Kolkata,5.2,45,10,44,134
RR,CSK,Delhi,16.8,159,10,40,179
SRH,PBKS,Jaipur,1.9,18,6,61,134
LSG,CSK,Bangalore,18.9,125,0,56,134
DC,PBKS,Mumbai,1.4,13,1,70,174
DC,CSK,Bangalore,15.3,117,0,42,156
PBKS,LSG,Kolkata,11.5,94,2,74,162
GT,KKR,Hyderabad,6.1,53,9,66,137
RCB,CSK,Hyderabad,5.7,38,7,72,128
KKR,LSG,Kolkata,8.3,64,3,43,169
MI,DC,Kolkata,17.3,169,7,36,191
GT,RCB,Mumbai,8.0,64,0,63,156
DC,RCB,Hyderabad,18.7,123,6,69,131
GT,RR,Delhi,13.4,106,4,60,162
RR,GT,Mumbai,8.0,62,8,70,179
RCB,DC,Kolkata,16.9,160,2,32,184
SRH,DC,Bangalore,12.2,108,6,44,181
SRH,GT,Hyderabad,1.8,14,1,75,131
SRH,LSG,Chennai,13.4,84,3,47,144
CSK,DC,Ahmedabad,17.7,143,8,51,162
RCB,RR,Kolkata,17.8,116,0,35,135
RCB,PBKS,Mumbai,8.9,68,7,63,177
DC,SRH,Jaipur,17.9,145,0,64,163
SRH,KKR,Chennai,6.0,50,3,68,164
MI,SRH,Mumbai,3.9,25,10,73,169
RR,CSK,Kolkata,2.3,19,7,69,158
GT,RR,Mumbai,18.2,150,6,68,166
KKR,CSK,Mumbai,17.4,116,5,52,136
CSK,DC,Kolkata,11.7,105,4,62,160
CSK,DC,Delhi,15.9,121,4,36,150
KKR,GT,Kolkata,15.6,102,1,47,142
CSK,RR,Jaipur,14.8,116,3,44,163
LSG,SRH,Kolkata,16.2,117,5,71,144
MI,KKR,Kolkata,9.8,79,4,75,170
RR,GT,Delhi,4.7,43,6,38,175
RCB,LSG,Jaipur,5.3,42,0,60,188
RCB,PBKS,Jaipur,12.2,95,4,54,151
RR,LSG,Mumbai,19.6,167,10,34,169
CSK,RR,Delhi,3.2,19,9,31,150
RCB,PBKS,Jaipur,16.1,150,4,49,188
KKR,LSG,Chennai,13.0,113,4,54,158
LSG,MI,Jaipur,7.0,57,8,42,183
GT,KKR,Bangalore,4.2,31,8,75,183
DC,RR,Hyderabad,19.4,122,3,62,125
RR,DC,Jaipur,14.6,138,7,66,179
GT,RR,Bangalore,18.0,173,3,58,188
SRH,KKR,Ahmedabad,16.6,138,3,55,161
PBKS,MI,Chennai,14.5,114,6,50,159
CSK,SRH,Kolkata,12.0,83,9,53,131
SRH,PBKS,Ahmedabad,4.4,28,7,46,158
GT,RCB,Ahmedabad,5.8,46,1,48,146
RCB,MI,Chennai,10.8,68,6,50,126
CSK,DC,Mumbai,9.0,75,0,42,165
CSK,SRH,Delhi,2.5,22,9,57,171
RR,KKR,Mumbai,5.9,55,6,33,181
CSK,DC,Hyderabad,16.6,147,9,48,177
RR,PBKS,Bangalore,19.0,114,4,59,121
RR,RCB,Jaipur,11.5,74,9,32,141
RR,CSK,Delhi,12.2,79,6,73,143
SRH,MI,Delhi,13.2,111,2,43,171
CSK,SRH,Delhi,14.1,140,1,73,187
PBKS,RCB,Delhi,17.4,120,4,61,135
PBKS,KKR,Ahmedabad,10.4,99,5,73,178
LSG,KKR,Chennai,8.1,66,5,43,148
PBKS,CSK,Chennai,11.3,93,6,33,147
LSG,RR,Delhi,3.5,32,2,45,161
KKR,PBKS,Delhi,9.2,62,3,58,144
KKR,MI,Bangalore,14.1,128,7,59,176
KKR,SRH,Bangalore,4.6,41,1,50,137
LSG,RR,Jaipur,2.3,14,3,44,160
RCB,GT,Jaipur,16.0,111,0,53,145
SRH,PBKS,Bangalore,11.0,90,0,36,161
LSG,RR,Hyderabad,6.2,41,9,46,157
CSK,PBKS,Ahmedabad,15.4,99,5,34,130
RCB,CSK,Chennai,17.6,126,5,62,145
SRH,LSG,Chennai,2.3,16,3,69,156
RR,DC,Ahmedabad,6.7,51,7,78,167
RR,KKR,Mumbai,9.6,62,10,32,129
DC,KKR,Hyderabad,9.7,62,6,47,150
KKR,RR,Mumbai,17.9,169,7,36,183
RR,GT,Ahmedabad,16.5,122,8,51,154
KKR,DC,Delhi,2.0,18,7,66,185
GT,KKR,Hyderabad,1.7,13,8,34,180
PBKS,MI,Bangalore,13.5,85,7,45,143
KKR,CSK,Ahmedabad,14.0,111,4,33,152
MI,PBKS,Hyderabad,1.0,9,1,64,195
LSG,SRH,Chennai,11.2,74,6,53,158
RCB,RR,Ahmedabad,12.8,102,6,46,145
SRH,DC,Kolkata,7.3,44,1,46,125
GT,SRH,Chennai,2.2,21,1,75,181
GT,PBKS,Ahmedabad,12.4,120,0,58,180
GT,PBKS,Kolkata,15.7,149,7,78,185
GT,CSK,Ahmedabad,9.8,82,6,37,179
RCB,DC,Kolkata,19.9,154,4,40,154
CSK,LSG,Bangalore,5.0,30,7,58,125
KKR,MI,Mumbai,1.0,7,7,56,185
GT,SRH,Bangalore,14.1,101,0,59,152
LSG,RR,Chennai,10.1,96,7,57,186
DC,PBKS,Ahmedabad,8.7,72,7,48,174
DC,RCB,Kolkata,8.5,61,4,77,162
RCB,MI,Mumbai,4.7,36,1,39,159
PBKS,MI,Jaipur,15.5,143,10,49,185
SRH,RR,Bangalore,19.8,166,2,47,167
KKR,LSG,Chennai,10.6,80,7,57,146
KKR,DC,Mumbai,14.3,109,3,40,143
DC,SRH,Chennai,5.0,32,4,74,129
MI,CSK,Bangalore,2.5,16,2,32,158
DC,KKR,Kolkata,5.5,50,3,69,183
RCB,PBKS,Hyderabad,1.3,8,3,70,189
DC,MI,Jaipur,6.7,47,7,49,141
SRH,GT,Jaipur,14.6,141,7,35,175
KKR,RR,Hyderabad,6.7,44,5,46,146
PBKS,RR,Jaipur,15.3,136,4,75,168
RR,RCB,Kolkata,17.6,143,4,62,161
RR,RCB,Chennai,10.5,98,7,65,160
MI,KKR,Jaipur,15.8,150,5,40,176
GT,MI,Mumbai,3.2,27,6,50,172
RCB,LSG,Kolkata,8.9,56,8,57,163
RCB,CSK,Bangalore,9.5,79,5,50,175
PBKS,MI,Ahmedabad,17.1,102,7,37,129
SRH,GT,Chennai,16.1,141,7,77,177
RCB,PBKS,Ahmedabad,11.9,115,9,72,180
LSG,RCB,Mumbai,12.3,80,3,30,130
MI,KKR,Bangalore,6.2,58,7,40,141
MI,SRH,Bangalore,3.4,31,3,64,167
PBKS,MI,Hyderabad,1.3,7,0,45,172
PBKS,RCB,Hyderabad,17.6,124,7,66,140
KKR,CSK,Kolkata,17.5,133,3,43,148
LSG,SRH,Kolkata,9.8,71,1,36,157
PBKS,RCB,Jaipur,14.6,121,5,51,163
RR,GT,Hyderabad,9.9,77,1,66,166
DC,KKR,Kolkata,8.1,72,6,69,173
GT,MI,Kolkata,9.2,71,5,35,166
LSG,PBKS,Ahmedabad,15.0,113,0,33,159
GT,KKR,Chennai,17.2,142,2,73,163
KKR,PBKS,Delhi,14.0,105,9,38,163
PBKS,GT,Jaipur,17.5,123,6,62,145
RCB,SRH,Jaipur,10.3,98,7,62,157
RCB,DC,Hyderabad,14.8,104,2,74,135
RR,LSG,Ahmedabad,19.1,145,5,31,153
PBKS,LSG,Mumbai,9.8,92,5,31,155
CSK,KKR,Jaipur,9.0,66,5,63,139
RR,GT,Kolkata,3.7,35,2,76,155
SRH,PBKS,Jaipur,9.4,67,10,69,139
SRH,LSG,Ahmedabad,16.1,143,2,76,168
RCB,SRH,Hyderabad,18.6,146,0,44,158
LSG,DC,Chennai,8.8,82,6,52,185
PBKS,RCB,Bangalore,19.8,144,6,41,145
MI,SRH,Mumbai,12.1,116,3,30,172
CSK,RR,Jaipur,7.7,49,1,44,156
PBKS,SRH,Delhi,1.6,11,0,58,184
CSK,KKR,Kolkata,16.6,123,0,73,155
RCB,KKR,Bangalore,7.5,50,1,37,171
GT,MI,Jaipur,2.1,17,1,52,152
PBKS,SRH,Jaipur,1.7,12,6,44,137
CSK,SRH,Hyderabad,16.9,150,1,73,176
RCB,SRH,Bangalore,3.5,33,3,31,133
RR,DC,Mumbai,7.1,59,3,71,141
SRH,RCB,Bangalore,15.8,104,7,72,137
DC,KKR,Bangalore,6.9,44,4,31,166
RR,DC,Delhi,7.9,71,6,73,163
KKR,MI,Mumbai,18.2,173,5,66,185
RR,PBKS,Bangalore,8.7,63,5,61,133
RCB,SRH,Ahmedabad,12.3,99,1,30,156
GT,PBKS,Hyderabad,15.8,136,3,44,171
MI,RR,Delhi,18.2,146,1,53,157
GT,SRH,Delhi,18.2,128,4,37,140
CSK,PBKS,Hyderabad,2.3,14,4,70,140
SRH,CSK,Jaipur,19.8,150,2,75,151
RCB,CSK,Chennai,5.8,39,9,68,163
RR,PBKS,Jaipur,4.1,24,6,37,137
RCB,SRH,Jaipur,12.5,117,2,41,170
PBKS,GT,Kolkata,6.7,46,6,36,156
GT,RR,Chennai,6.3,47,10,32,130
DC,KKR,Mumbai,8.0,71,7,73,169
CSK,RR,Mumbai,18.9,188,5,58,197
KKR,RCB,Kolkata,13.6,88,8,76,146
LSG,KKR,Ahmedabad,6.0,49,6,49,164
GT,RR,Delhi,8.5,73,8,63,163
SRH,KKR,Ahmedabad,12.1,94,1,61,168
DC,MI,Mumbai,19.7,147,4,67,149
PBKS,RCB,Kolkata,3.6,31,0,57,130
DC,PBKS,Hyderabad,8.7,70,1,48,182
SRH,GT,Kolkata,3.6,31,3,42,189
SRH,RR,Hyderabad,1.5,12,4,35,127
SRH,PBKS,Mumbai,5.4,49,10,71,148
LSG,PBKS,Delhi,4.5,43,8,62,157
PBKS,RCB,Chennai,9.4,61,1,47,144
CSK,RR,Kolkata,10.0,61,9,56,134
LSG,CSK,Kolkata,19.5,129,7,77,133
RCB,DC,Chennai,11.3,81,5,59,167
GT,SRH,Mumbai,6.1,37,2,78,124
DC,GT,Ahmedabad,14.2,140,4,49,195
PBKS,RR,Hyderabad,17.7,149,7,56,163
SRH,CSK,Hyderabad,16.5,132,2,64,153
KKR,LSG,Mumbai,15.3,97,9,67,137
PBKS,GT,Hyderabad,1.8,16,9,43,134
DC,CSK,Hyderabad,10.8,91,2,55,167
SRH,RCB,Mumbai,12.1,119,6,36,186
RCB,PBKS,Kolkata,9.0,84,4,52,171
RR,SRH,Kolkata,12.7,126,4,68,187
KKR,RR,Kolkata,11.1,104,9,70,192
RCB,CSK,Jaipur,10.9,75,7,72,163
RR,PBKS,Delhi,5.1,32,6,37,179
KKR,RCB,Bangalore,8.5,59,5,40,128
RR,CSK,Jaipur,6.2,38,1,54,141
GT,KKR,Kolkata,16.8,125,4,39,154
DC,PBKS,Kolkata,19.3,142,0,34,146
SRH,RR,Jaipur,12.2,107,4,77,165
MI,CSK,Mumbai,11.0,91,5,50,154
LSG,KKR,Ahmedabad,7.4,61,2,70,165
MI,GT,Jaipur,5.9,56,7,46,143
MI,RCB,Kolkata,14.1,113,10,77,154
RCB,KKR,Mumbai,12.5,115,4,63,169
KKR,GT,Ahmedabad,8.7,57,1,67,133
PBKS,RCB,Mumbai,1.0,6,1,78,137
RCB,MI,Chennai,12.7,77,7,33,149
DC,PBKS,Jaipur,16.6,114,5,35,141
RR,KKR,Kolkata,15.9,137,2,47,173
RCB,GT,Mumbai,3.4,27,0,41,172
RR,KKR,Mumbai,6.5,41,10,40,153
GT,RCB,Jaipur,17.4,151,7,40,167
DC,LSG,Delhi,16.9,162,6,51,185
DC,LSG,Bangalore,13.6,125,5,51,164
MI,SRH,Kolkata,16.7,137,4,65,161
PBKS,RR,Chennai,7.6,50,6,40,148
RR,LSG,Ahmedabad,14.8,123,6,72,173
RCB,RR,Jaipur,3.2,20,3,41,184
KKR,MI,Bangalore,14.9,126,6,65,166
RR,PBKS,Mumbai,12.8,92,6,64,139
MI,CSK,Kolkata,18.1,163,8,75,176
GT,LSG,Hyderabad,1.4,10,2,57,181
PBKS,GT,Ahmedabad,5.1,32,10,75,136
PBKS,SRH,Kolkata,17.1,142,7,55,167
CSK,RCB,Ahmedabad,3.2,31,3,36,188
MI,PBKS,Jaipur,19.6,186,1,37,188
PBKS,LSG,Mumbai,8.2,62,4,36,136
RCB,MI,Ahmedabad,18.0,136,0,70,149
DC,RR,Hyderabad,11.5,111,5,73,175
LSG,CSK,Hyderabad,12.3,118,8,79,189
RR,DC,Jaipur,14.5,87,5,30,140
KKR,GT,Chennai,16.8,101,8,34,124
SRH,MI,Ahmedabad,1.4,9,2,76,148
PBKS,LSG,Mumbai,15.7,146,4,50,174
RR,KKR,Ahmedabad,12.7,113,2,72,168
SRH,MI,Jaipur,3.5,33,1,41,152
LSG,CSK,Kolkata,3.5,33,9,43,177
MI,KKR,Ahmedabad,6.8,41,10,34,169
RR,SRH,Jaipur,2.0,14,3,65,173
DC,KKR,Bangalore,18.0,125,3,37,140
CSK,SRH,Chennai,4.8,39,0,35,157
KKR,MI,Chennai,12.5,96,7,31,168
RCB,DC,Delhi,5.0,33,5,47,181
RR,CSK,Jaipur,11.6,84,8,45,136
RCB,GT,Kolkata,5.5,41,4,56,144
CSK,GT,Chennai,2.2,13,10,35,153
GT,KKR,Kolkata,19.2,165,4,69,171
RCB,GT,Chennai,7.7,57,3,40,164
RCB,PBKS,Chennai,11.1,75,6,31,138
DC,RCB,Jaipur,8.2,71,0,34,162
KKR,GT,Ahmedabad,9.8,78,4,64,153
DC,SRH,Bangalore,5.3,51,2,30,184
GT,CSK,Kolkata,7.7,46,6,64,141
LSG,CSK,Jaipur,13.3,94,7,61,143
KKR,DC,Delhi,18.4,113,9,73,124
CSK,DC,Mumbai,3.4,31,8,74,191
DC,RR,Jaipur,1.5,14,6,64,170
CSK,MI,Jaipur,14.8,141,1,59,174
CSK,MI,Bangalore,7.1,58,1,43,180
LSG,SRH,Hyderabad,16.6,127,2,42,149
KKR,GT,Ahmedabad,11.3,97,8,78,181
SRH,GT,Jaipur,9.8,95,0,43,195
PBKS,SRH,Mumbai,13.0,92,6,78,140
RR,SRH,Chennai,11.4,87,3,74,166
RCB,KKR,Mumbai,7.6,51,7,66,144
DC,LSG,Chennai,9.2,73,1,65,171
KKR,DC,Ahmedabad,4.9,29,4,41,164
KKR,MI,Hyderabad,12.0,117,10,36,192
CSK,RR,Delhi,6.6,53,7,65,146
RR,MI,Delhi,4.8,41,0,36,151
LSG,CSK,Mumbai,13.9,106,3,51,152
SRH,LSG,Mumbai,2.6,24,10,54,173
